position;channelTitle;videoId;publishedAt;publishedAtSQL;videoTitle;videoDescription;tags;videoCategoryId;videoCategoryLabel;topicCategories;duration;durationSec;dimension;definition;caption;defaultLanguage;defaultLAudioLanguage;thumbnail_maxres;licensedContent;locationDescription;latitude;longitude;viewCount;likeCount;dislikeCount;favoriteCount;commentCount
394;Tate;1wl0ikT7ArY;2015-04-09T12:05:15Z;2015-04-09 12:05:15;Peter Blake – Everybody Razzle Dazzle | TateShots;This week we look at Sir Peter Blake’s pop inspired dazzle design currently decorating the Mersey commuter ferry Snowdrop. Sir Peter’s new artwork Everybody Razzle Dazzle was created in honour of dazzle painting – a form of camouflage created by artists, used during WW1 to confuse and mislead enemies targeting British naval vessels. Sir Peter’s twist on the iconic technique is his largest scale commission to date and will give visitors to Liverpool an opportunity to step on board a floating art-work. Everybody Razzle Dazzle is co-commissioned by Liverpool Biennial, 14-18 NOW WW1 Centenary Art Commissions, and Tate Liverpool in partnership with Merseytravel and National Museums Liverpool (Merseyside Maritime Museum). Supported by Arts Council England, National Lottery through the Heritage Lottery Fund and Department for Culture Media and Sport. See the Dazzle Ship: http://www.tate.org.uk/whats-on/tate-liverpool/exhibition/liverpool-biennial-dazzle-ship Subscribe to our channel: http://www.youtube.com/subscription_center?add_user=Tate Follow TateShots on Twitter: https://twitter.com/tateshots #TateShotsThursday;TateShots,Tate Gallery Britain (Museum),Tate Liverpool (Museum),ferry boat,Pop Art,The Beatles,British Art,1st World War,Dazzle Boats,Liverpool Biennial,National Museums Liverpool,Merseytravel (Business Operation),Snowdrop,Commuter Ferry,Sir Peter Blake,Peter Blake,Dazzle Camouflage;27;Education;Knowledge;PT3M19S;199;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/1wl0ikT7ArY/maxresdefault.jpg;;;;;9981;76;;0;13
395;Tate;uv04ewpiqSc;2015-04-02T14:47:54Z;2015-04-02 14:47:54;Tracey Emin on My Bed | TateShots;Tracey Emin’s My Bed returned to Tate Britain fifteen years after the work saw her nominated for the Turner Prize. It was displayed alongside paintings by Francis Bacon and Emin’s more recent drawings, creating a more immersive environment in which to experience the piece up close. In this interview, Tracey Emin talks about the dark emotional place the work emerged from and the media’s controversial reaction to the piece in 1999. #TateShots Find out more about Tracey Emin's 'My Bed': https://goo.gl/n4dfDC Subscribe for weekly films: http://goo.gl/X1ZnEl;Tracey Emin (Visual Artist),Tate (Tourist Attraction),Tate Britain,Francis Bacon (Visual Artist),Painting (Visual Art Form),Drawing,Installation,Art,Tate,Tate Gallery Britain (Museum),Installation Art (Visual Art Form),Turner Prize (Award),Turner Prize 1999,Immersive,Media,My Bed (Artwork);27;Education;Hobby,Lifestyle_(sociology);PT3M2S;182;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/uv04ewpiqSc/maxresdefault.jpg;;;;;89429;816;;0;102
396;Tate;OD8yjJZdEOw;2015-03-30T08:03:02Z;2015-03-30 08:03:02;Tracey Emin’s My Bed at Tate Britain;My Bed is displayed alongside six of Emin’s recent figure drawings, as well as two oil paintings by Francis Bacon selected by Emin. Her installation, as Bacon’s paintings do, retains a strong sense of the lived presence and memory traces of past events. http://www.tate.org.uk/whats-on/tate-britain/display/bp-spotlight-tracey-emin-and-francis-bacon BP Spotlight: Tracey Emin and Francis Bacon Part of the series BP Spotlights Tracey Emin’s installation My Bed 1998 returns to Tate Britain after it first came to public attention when shown in the 1999 Turner Prize exhibition. It is displayed here alongside six of the artist’s recent figure drawings, as well as two oil paintings by Francis Bacon selected by Emin. Her installation, as Bacon’s paintings do, retains a strong sense of the lived presence and memory traces of past events. From 31 March 2015 to June 2016 visit Tate Britain and see My Bed by Tracey Emin.;My Bed (Artwork),Tracey Emin (Visual Artist),Francis Bacon,British Art,Tate (Tourist Attraction),Tate Gallery Britain (Museum);1;Film & Animation;Hobby,Lifestyle_(sociology);PT1M33S;93;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/OD8yjJZdEOw/maxresdefault.jpg;;;;;57088;435;;0;48
397;Tate;lqXePrSE1R0;2015-03-26T15:06:49Z;2015-03-26 15:06:49;Leonora Carrington – Britain's Lost Surrealist | TateShots;Featuring rare archive footage, this short film follows Leonora Carrington’s cousin and journalist, Joanna Moorhead, exploring the artist’s story. Leonora Carrington was one of the most prolific members of the Surrealist movement. After rejecting her upper-class upbringing in northern England, Carrington embarked upon a relationship with Surrealist artist Max Ernst, and became central in the Surrealist circles of France and New York. After hanging out with celebrated names such as Andre Breton and Pablo Picasso, the artist then moved to Mexico where she spend the rest of her life painting, as well as making sculpture, tapestry, writing poetry and designing for theatre and film. This film is republished with kind permission by The Guardian. #TateShots Subscribe for weekly films: http://goo.gl/X1ZnEl;Leonora Carrington (Visual Artist),United Kingdom (Country),Drawing,Painting,Surrealism (Art Period/Movement),Tate Gallery,Tate Gallery Liverpool,Liverpool,Pablo Picasso (Visual Artist),Max Ernst (Visual Artist),Andre Breton,Poetry,Sculpture;27;Education;Knowledge;PT9M44S;584;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/lqXePrSE1R0/maxresdefault.jpg;;;;;306630;8005;;0;414
398;Tate;hTWHxDYBXNc;2015-03-19T13:43:35Z;2015-03-19 13:43:35;Marlene Dumas on Great Men | TateShots;In our second film with Marlene Dumas we spotlight her ‘Great Men’ series, a group of portraits made in response to Russia’s anti-gay legislation. Dumas herself has been heavily influenced by gay artists and writers throughout her career. Here she talks about capturing the essence and personality of each subject through a process of drafting and re-drawing. Dumas hopes this iteration of the series, although conservative in its presentation, pulls the audience into each individual portrait’s story. #TateShots Subscribe for weekly films: http://goo.gl/X1ZnEl;Marlene Dumas,TateShots,Tate Modern London (Museum),Tate (Tourist Attraction),Tate Gallery Britain (Museum),Exhibition,portrait,Francis Bacon (Visual Artist),Paintings,South African Artist,David Hockney (Visual Artist);1;Film & Animation;Entertainment;PT3M42S;222;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/hTWHxDYBXNc/maxresdefault.jpg;;;;;27107;334;;0;5
399;Tate;Tm_bQTd4poQ;2015-03-12T17:30:13Z;2015-03-12 17:30:13;Charlie Phillips on Salt and Silver Photography | TateShots;Renowned photographer Charlie Phillips takes a look at the 'Salt and Silver: Early Photography' exhibition at Tate Britain. Charlie Phillips was born in Jamaica and moved to London in the 1950s. He grew up in Notting Hill and is widely recognised as being the first photographer to document the Caribbean and West Indian immigrant communities that settled there in the 1960s. His work from this era is an important record of the overlooked black and working-class community, their day-to-day life and neighbourhood. In this episode of TateShots, Charlie, also known as ‘Smokey Joe’, returns to the streets of Notting Hill by way of Tate Britain’s 'Salt and Silver' photography exhibition, a new display which features salted paper prints, recognised as one of the earliest forms of photography. As Charlie reflects on the people and places he chronicled throughout his career, he finds much in common with Salt and Silver’s pioneering photographers and the work they created over 160 years ago. See the Salt and Silver exhibition: http://www.tate.org.uk/whats-on/tate-britain/exhibition/salt-and-silver-early-photography-1840-1860 Subscribe to our channel: http://www.youtube.com/subscription_center?add_user=Tate Follow TateShots on Twitter: https://twitter.com/tateshots #TateShotsThursday;TateShots,Tate Britain,Salt and Silver (Exhibition),Tate (Tourist Attraction),Tate Gallery Britain (Museum),Notting Hill (Neighborhood),Documentary Photography (Literature Subject),Victorian Photography,History of London,London,Photography (Visual Art Form),Charlie Phillips,Smokey Joe,Carribean Photographers,Notting Hill Carnival (Recurring Event);1;Film & Animation;Knowledge;PT2M54S;174;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/Tm_bQTd4poQ/maxresdefault.jpg;;;;;5464;69;;0;2
400;Tate;1EjsyuX5vBk;2015-03-10T16:07:37Z;2015-03-10 16:07:37;Oral History | Animating the Archives;This film discusses how to capture oral histories that can shed light on the cultural life of communities and bring a unique personal insight to the life and work of artists.;animating the archives,Tate (Tourist Attraction),Tate Gallery Britain (Museum),history of art,Oral History,Archive (Fictional Organization Type),communities;1;Film & Animation;Knowledge;PT5M56S;356;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/1EjsyuX5vBk/maxresdefault.jpg;;;;;3103;42;;0;3
401;Tate;TfznOtbjI8k;2015-03-05T11:55:28Z;2015-03-05 11:55:28;Nick Waplington on Alexander McQueen | TateShots;Photographer Nick Waplington remembers working with the innovative fashion designer Alexander McQueen, as well as his own evolution as an artist. In Tate Britain’s exhibition ‘Nick Waplington/Alexander McQueen: Working Process’ the photographer documents the creative journey of McQueen’s final Autumn/Winter collection 'Horn of Plenty' in 2009. See the exhibition: http://www.tate.org.uk/whats-on/tate-britain/exhibition/nick-waplingtonalexander-mcqueen-working-process;Alexander McQueen,Nick Waplington,Tate Britain,Photographer,Horn of Plenty,2009,Autumn Winter,Fashion,Exhibition,Tate,Kate Vogel,Martin Hampton,TateShots;1;Film & Animation;Hobby,Lifestyle_(sociology);PT7M50S;470;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/TfznOtbjI8k/maxresdefault.jpg;;;;;40586;904;;0;20
402;Tate;6PPQlXp0fSk;2015-02-26T17:24:29Z;2015-02-26 17:24:29;Antony Gormley: Breaking Bread | TateShots;"We break bread with Antony Gormley in his studio, as the artist talks about his 1980-1 work 'Bed'. The sculpture is made from 600 loaves of Mother's Pride bread, minus those he ate along the way! Gormley talks about how he was influenced by a generation of American artists from Carl Andre and Richard Serra to Sol LeWitt and Robert Smithson, and how his 'Bed' is ""a meditation on the fundamental processes of both art and life."" The 'Bed' is currently on display at Tate Britain as part of the BP Walk through British Art, in room '1970-1980'. Find out more: http://www.tate.org.uk/art/artworks/gormley-bed-t06984";Antony Gormley (Visual Artist),Artist Studio,Bed,artist,Sculpture,Bread,mothers pride,Tate,Tate Britain,Art,Modern Art,Carl Andre,Sol LeWitt (Visual Artist),Richard Serra,Robert Smithson (Visual Artist),tateshots;1;Film & Animation;Hobby,Lifestyle_(sociology);PT4M24S;264;2d;hd;TRUE;;en;https://i.ytimg.com/vi/6PPQlXp0fSk/maxresdefault.jpg;;;;;26083;318;;0;20
403;Tate;6ra1jgPTo1A;2015-02-19T18:56:11Z;2015-02-19 18:56:11;Broomberg & Chanarin | TateShots;"We visit artists Broomberg & Chanarin in their studio as they prepare for their performance piece 'War Primer 2', staged at Tate Modern as part of the 'Conflict, Time, Photography' exhibition. Broomberg & Chanarin created this unique performance in response to the themes of Tate Modern's 'Conflict, Time, Photography' exhibition. Featuring eighteen army cadets aged between 14 and 17, the performance presents procession, poetry and military drumming alongside the photography of war. In the studio we get a glimpse of their works in progress, using materials from toothpicks to Dodo heads. We also learn how, having lost faith in traditional ""photographic engagement"", Broomberg & Chanarin overcame this so called crisis by using their photography to become ""counter insurgents"" in a pre-existing system of power. See the exhibition: http://www.tate.org.uk/whats-on/tate-modern/exhibition/conflict-time-photography Read more: http://www.tate.org.uk/context-comment/articles/points-memory-chloe-dewe-mathews Subscribe to our channel: http://www.youtube.com/subscription_center?add_user=Tate Follow TateShots on Twitter: https://twitter.com/tateshots";Tate Modern London (Museum),Conflict Time Photography,Photography,Broomber & Chanarin,Adam Broomberg & Oliver Chanarin;1;Film & Animation;Hobby,Lifestyle_(sociology);PT4M4S;244;2d;hd;TRUE;;en;https://i.ytimg.com/vi/6ra1jgPTo1A/maxresdefault.jpg;;;;;14834;124;;0;1
404;Tate;ddDZhH_YZ-g;2015-02-12T17:26:12Z;2015-02-12 17:26:12;Man Ray – The Lovers | TateShots;Man Ray originally created The Lovers (1933) in the aftermath of his passionate and sometimes volatile relationship with the beautiful American photographer and model Lee Miller. The lips painted onto the lead piece are said to be those of Lee, and the artwork is considered evidence of his continued longing for Lee after they parted. In 2015, we celebrated Valentine’s Day by inviting couples into the gallery to contemplate the work, the lovers’ relationship and how art can inspire, ignite and torment. Discover more about the piece: http://www.tate.org.uk/art/artworks/man-ray-the-lovers-t07958 Subscribe for weekly films: http://goo.gl/X1ZnEl;Man Ray,Lee Miller,Valentine's Day (Holiday),The Lovers,Tate Modern,Tate Britain,Tate,Stella Scott;1;Film & Animation;Hobby,Lifestyle_(sociology);PT3M49S;229;2d;hd;TRUE;;en;https://i.ytimg.com/vi/ddDZhH_YZ-g/maxresdefault.jpg;;;;;18279;319;;0;11
405;Tate;aX96z7AuICs;2015-02-10T16:10:39Z;2015-02-10 16:10:39;Terry Riley's In C Mali – Live at Tate Modern | Tate;Tate Modern and Africa Express present Terry Riley's 'In C Mali', to mark the fiftieth anniversary of composer Terry Riley’s world-renowned composition 'In C'. Classical conductor André de Ridder re-imagines Riley’s famous piece with help from members of Africa Express, including innovative African artists Bijou and Adama Koita and Blur frontman Damon Albarn. In the interactive version (click the link below) the footage of the live performance is inter-cut with interactive options that allow the viewer to immerse themselves in an ode to Minimalism. Choose to sit within the band or take a tour of iconic minimalist art works currently on display at Tate Modern, which include pieces by Donald Judd, Josef Albers and Frank Stella. Interactive: http://www.tate.org.uk/minimalist-art-and-music-meet;In C (Composition),Africa Express,Tate Modern,Tate,Terry Riley (Composer),The Space,Frank Stella,Bijou,Adama Koita,Damon Albarn (Musical Artist),Minimalism (Art Period/Movement),Donald Judd (Visual Artist),Josef Albers (Visual Artist),In C Mali;1;Film & Animation;Classical_music,Music;PT42M9S;2529;2d;hd;FALSE;;en;https://i.ytimg.com/vi/aX96z7AuICs/maxresdefault.jpg;;;;;203669;3065;;0;135
